Location	Pincode	State	District
Randamkadavu	670706	Kerala	Kannur
Rayarom	670571	Kerala	Kannur
Sankaranellur	670643	Kerala	Kannur
Santhigiri	670674	Kerala	Kannur
Sivapuram	670702	Kerala	Kannur
Sreekandapuram	670631	Kerala	Kannur
Sreestha	670303	Kerala	Kannur
Talap	670002	Kerala	Kannur
Taliparamba	670141	Kerala	Kannur
Temple Gate	670102	Kerala	Kannur
Thabore	670511	Kerala	Kannur
Thadikadavu	670581	Kerala	Kannur
Thalassery	670101	Kerala	Kannur
Thalassery Bazar	670101	Kerala	Kannur
Thalassery Courts	670101	Kerala	Kannur
Thattummal	670511	Kerala	Kannur
Thavam	670301	Kerala	Kannur
Thayyeni	670511	Kerala	Kannur
Thayyil	670003	Kerala	Kannur
Thazhe Chovva	670018	Kerala	Kannur
Thekkumbad	670301	Kerala	Kannur
Therthally	670571	Kerala	Kannur
Thillenkeri	670702	Kerala	Kannur
Thimiri-chepparapadava	670581	Kerala	Kannur
Thirumeni	670511	Kerala	Kannur
Thiruvattoor	670502	Kerala	Kannur
Tholambra	670673	Kerala	Kannur
Thondiyil	670673	Kerala	Kannur
Thottada	670007	Kerala	Kannur
Thrichambaram	670141	Kerala	Kannur
Thuvakunnu	670693	Kerala	Kannur
Tiruvangad	670103	Kerala	Kannur
Udayagiri	670571	Kerala	Kannur
Ulikkal	670705	Kerala	Kannur
Uliyil	670702	Kerala	Kannur
Ummenchira	670649	Kerala	Kannur
Uruvachal	670702	Kerala	Kannur
Vadakkumbad	670109	Kerala	Kannur
Vadakkumbad-ramanthali	670330	Kerala	Kannur
Valapattanam	670010	Kerala	Kannur
Varam	670594	Kerala	Kannur
Vattiamthode	670705	Kerala	Kannur
Vayalalam	670102	Kerala	Kannur
Vayannur	670650	Kerala	Kannur
Vayattuparamba	670582	Kerala	Kannur
Veerpad	670704	Kerala	Kannur
Velimanam	670704	Kerala	Kannur
Vellad	670571	Kerala	Kannur
Vellarvelly	670673	Kerala	Kannur
Vellora	670306	Kerala	Kannur
Vellunni	670674	Kerala	Kannur
Vellur	670346	Kerala	Kannur
Vengad	670612	Kerala	Kannur
Vengara-kannur	670305	Kerala	Kannur
Vijayagiri	670571	Kerala	Kannur
Vilakkode	670703	Kerala	Kannur
Vilakkottur	670693	Kerala	Kannur
Vilayancode	670501	Kerala	Kannur
Achanthuruthi	671351	Kerala	Kasargod
Achikanam	671531	Kerala	Kasargod
Adkathbail	671121	Kerala	Kasargod
Adur	671543	Kerala	Kasargod
Ajanur	671531	Kerala	Kasargod
Alampady	671123	Kerala	Kasargod
Ammeri	671322	Kerala	Kasargod
Anandashrama	671531	Kerala	Kasargod
Anekallu	671323	Kerala	Kasargod
Angadimogaru	671321	Kerala	Kasargod
Arikady	671321	Kerala	Kasargod
Ariyapady	671551	Kerala	Kasargod
Attenganam	671531	Kerala	Kasargod
Badaje	671323	Kerala	Kasargod
Badur	671321	Kerala	Kasargod
Balal	671533	Kerala	Kasargod
Balanthode	671532	Kerala	Kasargod
Balemoole	671552	Kerala	Kasargod
Balla	671531	Kerala	Kasargod
Bandadka	671541	Kerala	Kasargod
Bangramanjeshwar	671323	Kerala	Kasargod
Bare	671319	Kerala	Kasargod
Bayar	671348	Kerala	Kasargod
Bedadka	671541	Kerala	Kasargod
Bedradka	671124	Kerala	Kasargod
Bekal	671318	Kerala	Kasargod
Bekur	671322	Kerala	Kasargod
Bela	671321	Kerala	Kasargod
Belluru	671543	Kerala	Kasargod
Bengalam	671314	Kerala	Kasargod
Beripadavu	671322	Kerala	Kasargod
Bheemanady	671314	Kerala	Kasargod
Bombrana	671321	Kerala	Kasargod
Chamnad	671317	Kerala	Kasargod
Chamundikunnu	671532	Kerala	Kasargod
Chandragiri	671317	Kerala	Kasargod
Charla	671323	Kerala	Kasargod
Chathamath	671314	Kerala	Kasargod
Chayoth	671314	Kerala	Kasargod
Chengala	671541	Kerala	Kasargod
Cheroor	671123	Kerala	Kasargod
Chervathur	671313	Kerala	Kasargod
Chimeni	671313	Kerala	Kasargod
Chippar	671322	Kerala	Kasargod
Chittari	671316	Kerala	Kasargod
Chittarikkal	671326	Kerala	Kasargod
Chully	671533	Kerala	Kasargod
Darkas	671533	Kerala	Kasargod
Delampady	671543	Kerala	Kasargod
Dharmathadka	671324	Kerala	Kasargod
Edachakai	671310	Kerala	Kasargod
Ednad	671321	Kerala	Kasargod
Edneer	671541	Kerala	Kasargod
Elambachi	671311	Kerala	Kasargod
Elerithattu	671314	Kerala	Kasargod
Erikulam	671314	Kerala	Kasargod
Haripuram	671531	Kerala	Kasargod
Heroor	671324	Kerala	Kasargod
Hidayathnagar	671123	Kerala	Kasargod
Hosabettu	671323	Kerala	Kasargod
Ichlangodu	671324	Kerala	Kasargod
Iriya	671531	Kerala	Kasargod
Iriyanni	671542	Kerala	Kasargod
Kadambar	671323	Kerala	Kasargod
Kaithakkad	671313	Kerala	Kasargod
Kakkebettu	671543	Kerala	Kasargod
Kalichanadukam	671314	Kerala	Kasargod
Kallakatta	671123	Kerala	Kasargod
Kallappally	671532	Kerala	Kasargod
Kalnad	671317	Kerala	Kasargod
Kanakappally	671533	Kerala	Kasargod
Kanathur	671542	Kerala	Kasargod
Kanhangad	671315	Kerala	Kasargod
Kanhangad South	671531	Kerala	Kasargod
Kanhiradkam	671531	Kerala	Kasargod
Kanhirapoil	671531	Kerala	Kasargod
Kannur	671321	Kerala	Kasargod
Karadka	671542	Kerala	Kasargod
Karindala	671314	Kerala	Kasargod
Karivedakam	671541	Kerala	Kasargod
Kasaragod	671121	Kerala	Kasargod
Kasaragod R s	671121	Kerala	Kasargod
Kattipoil	671314	Kerala	Kasargod
Kattukukke	671552	Kerala	Kasargod
Kayyaru	671322	Kerala	Kasargod
Kayyur	671313	Kerala	Kasargod
Keekan	671316	Kerala	Kasargod
Kidoor	671321	Kerala	Kasargod
Kilaikote	671313	Kerala	Kasargod
Kinanur	671533	Kerala	Kasargod
Kinningar	671543	Kerala	Kasargod
Kodiamme	671321	Kerala	Kasargod
Kodlamogaru	671323	Kerala	Kasargod
Kodoth	671531	Kerala	Kasargod
Kolathuri	671541	Kerala	Kasargod
Kolavayal	671531	Kerala	Kasargod
Koliyur	671323	Kerala	Kasargod
Kollampara	671314	Kerala	Kasargod
Konnakad	671533	Kerala	Kasargod
Kotakkat	671357	Kerala	Kasargod
Kotoor	671542	Kerala	Kasargod
Kottacherry	671315	Kerala	Kasargod
Kottamala Estate	671314	Kerala	Kasargod
Kottapuram	671341	Kerala	Kasargod
Kottody	671532	Kerala	Kasargod
Kudalmerkala	671324	Kerala	Kasargod
Kudlu	671124	Kerala	Kasargod
Kumbdaje	671551	Kerala	Kasargod
Kumbla	671321	Kerala	Kasargod
Kundankuzhy	671541	Kerala	Kasargod
Kunjathur	671323	Kerala	Kasargod
Kuntar	671543	Kerala	Kasargod
Kuntikana	671551	Kerala	Kasargod
Kurudapadavu	671322	Kerala	Kasargod
Kuttikolu	671541	Kerala	Kasargod
Madhur	671124	Kerala	Kasargod
Madikai	671314	Kerala	Kasargod
Maire	671552	Kerala	Kasargod
Majibail	671323	Kerala	Kasargod
Malakallu	671532	Kerala	Kasargod
Malla	671542	Kerala	Kasargod
Manadka	671541	Kerala	Kasargod
Mandapam	671326	Kerala	Kasargod
Mangalpady	671324	Kerala	Kasargod
Manikoth	671329	Kerala	Kasargod
Manimoole	671541	Kerala	Kasargod
Maniyat	671310	Kerala	Kasargod
Manjeshwar	671323	Kerala	Kasargod
Mavilakadapuram	671312	Kerala	Kasargod
Mayipady	671124	Kerala	Kasargod
Miyapadavu	671323	Kerala	Kasargod
Mogral	671321	Kerala	Kasargod
Mogral Puthur	671124	Kerala	Kasargod
Moodambail	671323	Kerala	Kasargod
Movval	671316	Kerala	Kasargod
Movvar	671543	Kerala	Kasargod
Mugu	671321	Kerala	Kasargod
Muliyar	671542	Kerala	Kasargod
Mulleria	671543	Kerala	Kasargod
Munnad	671541	Kerala	Kasargod
Muttathody	671123	Kerala	Kasargod
Muttomkadavil	671533	Kerala	Kasargod
Mylatti	671319	Kerala	Kasargod
Natakkal	671533	Kerala	Kasargod
Nekraje	671544	Kerala	Kasargod
Nettanige	671543	Kerala	Kasargod
Nileshwar	671314	Kerala	Kasargod
Nirchal	671321	Kerala	Kasargod
Olat	671310	Kerala	Kasargod
Ozhinhavalappu	671314	Kerala	Kasargod
Padimaruth	671531	Kerala	Kasargod
Padne	671312	Kerala	Kasargod
Padnekadapuram	671312	Kerala	Kasargod
Padnekkad	671328	Kerala	Kasargod
Padre	671552	Kerala	Kasargod
Paivalike	671348	Kerala	Kasargod
Pakkom	671316	Kerala	Kasargod
Pallathadka	671551	Kerala	Kasargod
Pallikere	671316	Kerala	Kasargod
Panathady	671532	Kerala	Kasargod
Panathur	671532	Kerala	Kasargod
Pandi	671543	Kerala	Kasargod
Paniyal	671318	Kerala	Kasargod
Panjikkal	671543	Kerala	Kasargod
Paraklayi	671531	Kerala	Kasargod
Paramba	671533	Kerala	Kasargod
Parappa	671533	Kerala	Kasargod
Parappa - delampady	671543	Kerala	Kasargod
Paravanadkam	671317	Kerala	Kasargod
Pathoor	671323	Kerala	Kasargod
Patla	671124	Kerala	Kasargod
Pavoor	671323	Kerala	Kasargod
Perdala	671551	Kerala	Kasargod
Periyanganam	671314	Kerala	Kasargod
Periye	671316	Kerala	Kasargod
Perla	671552	Kerala	Kasargod
Permude	671324	Kerala	Kasargod
Perumbala	671317	Kerala	Kasargod
Perumbatta	671313	Kerala	Kasargod
Pettikundu	671313	Kerala	Kasargod
Pilicode	671353	Kerala	Kasargod
Plachikara	671533	Kerala	Kasargod
Podavur	671313	Kerala	Kasargod
Pudukai	671314	Kerala	Kasargod
Pullur	671531	Kerala	Kasargod
Punnakkunnu	671533	Kerala	Kasargod
Puthariadukkam	671314	Kerala	Kasargod
Puthige	671321	Kerala	Kasargod
Rajapuram	671532	Kerala	Kasargod
Ramdasnagar	671124	Kerala	Kasargod
Ranipuram	671532	Kerala	Kasargod
Ravaneshwaram	671316	Kerala	Kasargod
Samekochi	671541	Kerala	Kasargod
Sankarampady	671541	Kerala	Kasargod
Shiribagilu	671124	Kerala	Kasargod
Shiriya	671321	Kerala	Kasargod
Talangara	671122	Kerala	Kasargod
Thaikadapuram	671314	Kerala	Kasargod
Thayanoor	671531	Kerala	Kasargod
Thekkil	671541	Kerala	Kasargod
Thekkilferry	671545	Kerala	Kasargod
Thuruthi	671351	Kerala	Kasargod
Timiri - chervathur	671313	Kerala	Kasargod
Trikarpur	671310	Kerala	Kasargod
Trikarpur Kadapuram	671310	Kerala	Kasargod
Trikarpur South	671311	Kerala	Kasargod
Udinur	671349	Kerala	Kasargod
Udma	671319	Kerala	Kasargod
Udumbanthala	671350	Kerala	Kasargod
Udyavara	671323	Kerala	Kasargod
Ukkinadka	671552	Kerala	Kasargod
Ullody	671321	Kerala	Kasargod
Umda - padinhare	671319	Kerala	Kasargod
Uppala	671322	Kerala	Kasargod
Uppala Gate	671322	Kerala	Kasargod
Uppilakai	671314	Kerala	Kasargod
Urdur	671543	Kerala	Kasargod
Valiaparaba	671312	Kerala	Kasargod
Valiapoil	671313	Kerala	Kasargod
Vallikadavu	671533	Kerala	Kasargod
Vaninagar	671552	Kerala	Kasargod
Vattamthatta	671542	Kerala	Kasargod
Vellap	671310	Kerala	Kasargod
Vellarikundu	671533	Kerala	Kasargod
Vidyanagar	671123	Kerala	Kasargod
Vorkadi	671323	Kerala	Kasargod
West Eleri	671314	Kerala	Kasargod
Yethadka	671551	Kerala	Kasargod
Achencoil	689696	Kerala	Kollam
Adichanallur	691573	Kerala	Kollam
Aduthala	691571	Kerala	Kollam
Akkal	691516	Kerala	Kollam
Alayamon	691320	Kerala	Kollam
Alumkadavu	690573	Kerala	Kollam
Alumoodu	691577	Kerala	Kollam
Alumpeedika	690547	Kerala	Kollam
Ambalakkara	691532	Kerala	Kollam
Ambalathinnirappu	691508	Kerala	Kollam
Ambalathumbhagom	690520	Kerala	Kollam
Ambalathumkala	691505	Kerala	Kollam
Ambanad	691309	Kerala	Kollam
Ambipoika	691501	Kerala	Kollam
Amrithapuri	690525	Kerala	Kollam
Anakottur	691505	Kerala	Kollam
Anakulam	691311	Kerala	Kollam
Anapettakongal	691307	Kerala	Kollam
Anayadi	690561	Kerala	Kollam
Anchal	691306	Kerala	Kollam
Andoor	691532	Kerala	Kollam
Areeplachy	691333	Kerala	Kollam
Arinallur	690538	Kerala	Kollam
Arinallur South	690538	Kerala	Kollam
Arkannur	691530	Kerala	Kollam
Aryankavu	691316	Kerala	Kollam
Ashtamudi	691602	Kerala	Kollam
Asramom	691002	Kerala	Kollam
Athinad North	690542	Kerala	Kollam
Avaneeswaram	691508	Kerala	Kollam
Avaneeswaram Rs	691517	Kerala	Kollam
Ayathil	691017	Kerala	Kollam
Ayilara	691312	Kerala	Kollam
Ayirakuzhy	691559	Kerala	Kollam
Ayiranallur	691307	Kerala	Kollam
Ayur	691530	Kerala	Kollam
Azheekkalthura	690547	Kerala	Kollam
Bharatheepuram	691330	Kerala	Kollam
Bhoothakulam	691302	Kerala	Kollam
Chadayamanalam	691534	Kerala	Kollam
Chakkuvarakkal	691508	Kerala	Kollam
Chandanathope	691014	Kerala	Kollam
Channapettah	691311	Kerala	Kollam
Channappara	691536	Kerala	Kollam
Chariparabu	691536	Kerala	Kollam
Chathakulam	690520	Kerala	Kollam
Chathannur	691572	Kerala	Kollam
Chavara	691583	Kerala	Kollam
Chavara Bridge	691583	Kerala	Kollam
Chavara South	691584	Kerala	Kollam
Chembanaruvi	689696	Kerala	Kollam
Chemmakkad	691602	Kerala	Kollam
Chengamanad Jn	691557	Kerala	Kollam
Chenkulam	691510	Kerala	Kollam
Cheppara	691520	Kerala	Kollam
Cheriyavelinallur	691516	Kerala	Kollam
Cheriyazheekal	690573	Kerala	Kollam
Cherukulam	691306	Kerala	Kollam
Cherupoika	691507	Kerala	Kollam
Cheruvakkal	691530	Kerala	Kollam
Chirakkara	691578	Kerala	Kollam
Chirakkarathazham	691578	Kerala	Kollam
Chithara	691559	Kerala	Kollam
Chozhiakode	691317	Kerala	Kollam
Clappana	690525	Kerala	Kollam
Dally	691310	Kerala	Kollam
Decent Jn	691577	Kerala	Kollam
East Kallada	691502	Kerala	Kollam
Edakkad	691552	Kerala	Kollam
Edakulangara	691562	Kerala	Kollam
Edamon	691307	Kerala	Kollam
Edamulackal	691321	Kerala	Kollam
Edanad	691571	Kerala	Kollam
Edapalayam	691309	Kerala	Kollam
Edappallycotta	691583	Kerala	Kollam
Edathara	691536	Kerala	Kollam
Edayam	691532	Kerala	Kollam
Elamadu	691539	Kerala	Kollam
Elampal	691322	Kerala	Kollam
Elampazhannur	691534	Kerala	Kollam
Elicode	691322	Kerala	Kollam
Elikattoor	689696	Kerala	Kollam
Eravipuram	691011	Kerala	Kollam
Eroor	691312	Kerala	Kollam
Extension Trg centre	691531	Kerala	Kollam
Ezhiyam Vattathra mala mukku	691306	Kerala	Kollam
Ezhukone	691505	Kerala	Kollam
Idakkadom	691505	Kerala	Kollam
Inchavila	691601	Kerala	Kollam
Irumpanangadu	691505	Kerala	Kollam
Iverkala East	691507	Kerala	Kollam
Kadakkal	691536	Kerala	Kollam
Kadakkode	691505	Kerala	Kollam
Kadamancode	691312	Kerala	Kollam
Kadappakada	691008	Kerala	Kollam
Kadathur Ward	690523	Kerala	Kollam
Kaithacode	691543	Kerala	Kollam
Kaithode	691535	Kerala	Kollam
Kakkakunnu	690522	Kerala	Kollam
Kakkode	691331	Kerala	Kollam
Kakkotumoola	691303	Kerala	Kollam
Kalakode	691302	Kerala	Kollam
Kalayapuram	691560	Kerala	Kollam
Kallada Irrigation project	691308	Kerala	Kollam
Kallelibhagom	690546	Kerala	Kollam
Kallumthazham	691004	Kerala	Kollam
Kalluvathukkal	691578	Kerala	Kollam
Kalthuruthy	691309	Kerala	Kollam
Kamukumcherry	689696	Kerala	Kollam
Kanjavely	691602	Kerala	Kollam
Kanjiracode	691501	Kerala	Kollam
Kannanallur	691576	Kerala	Kollam
Karali Jn	690543	Kerala	Kollam
Karamcode	691571	Kerala	Kollam
Karavaloor	691318	Kerala	Kollam
Karavoor	689696	Kerala	Kollam
Karikkom	691531	Kerala	Kollam
Karimpinpuzha	691513	Kerala	Kollam
Karimthottuva	690540	Kerala	Kollam
Karingannur	691516	Kerala	Kollam
Kariyara	691332	Kerala	Kollam
Karukone	691324	Kerala	Kollam
Karunagappally North	690544	Kerala	Kollam
Karunagappaly	690518	Kerala	Kollam
Karuvelil	691505	Kerala	Kollam
Kattadi Jn	691537	Kerala	Kollam
Kattilkadavu	690542	Kerala	Kollam
Kavanad	691003	Kerala	Kollam
Kilikollur	691004	Kerala	Kollam
Kilikollur East	691004	Kerala	Kollam
Kizhakkenela	691574	Kerala	Kollam
Kizhakketheruvu	691542	Kerala	Kollam
Koduvila	691502	Kerala	Kollam
Koivila	691590	Kerala	Kollam
Kokkad	691538	Kerala	Kollam
Kollaka	690536	Kerala	Kollam
Kollam	691001	Kerala	Kollam
Kollam Bazar	691001	Kerala	Kollam
Kollam Cantonment	691001	Kerala	Kollam
Kollam Civil station	691013	Kerala	Kollam
Kollam Cutchery	691013	Kerala	Kollam
Kollam Taluk cutchery	691001	Kerala	Kollam
Kollayil	691541	Kerala	Kollam
Koottikada	691020	Kerala	Kollam
Koovakkad	691310	Kerala	Kollam
Kottarakara	691506	Kerala	Kollam
Kottathala	691518	Kerala	Kollam
Kottavattom	691322	Kerala	Kollam
Kottiyam	691571	Kerala	Kollam
Kottukkal	691519	Kerala	Kollam
Kudavattur	691512	Kerala	Kollam
Kulakada	691521	Kerala	Kollam
Kulakkada East	691521	Kerala	Kollam
Kulakkadathazham	691521	Kerala	Kollam
Kulasekharapuram	690544	Kerala	Kollam
Kulathupuzha	691310	Kerala	Kollam
Kumarankudy	689696	Kerala	Kollam
Kumbalam	691503	Kerala	Kollam
Kummallur	691573	Kerala	Kollam
Kummil	691536	Kerala	Kollam
Kundara	691501	Kerala	Kollam
Kundara East	691501	Kerala	Kollam
Kundayam	689695	Kerala	Kollam
Kunnathur East	690540	Kerala	Kollam
Kunnicode	691508	Kerala	Kollam
Kura	691557	Kerala	Kollam
Kureepuzha	691604	Kerala	Kollam
Kuriyode	691534	Kerala	Kollam
Kurumbakara	689695	Kerala	Kollam
Kuthirapanthy	690523	Kerala	Kollam
Kuttikadu	691536	Kerala	Kollam
Kuzhimathicaud	691509	Kerala	Kollam
Kuzhithura	690542	Kerala	Kollam
Madathara	691541	Kerala	Kollam
Madathilkaranma	690525	Kerala	Kollam
Mailode	691537	Kerala	Kollam
Mailom	691560	Kerala	Kollam
Maloor	689695	Kerala	Kollam
Maloor College	689695	Kerala	Kollam
Mampazhathara	691307	Kerala	Kollam
Manalil	691312	Kerala	Kollam
Manampuzha	691553	Kerala	Kollam
Manappally North	690574	Kerala	Kollam
Manchallur Pathanapuram	689695	Kerala	Kollam
Mancode-kadakkal	691559	Kerala	Kollam
Mangad	691015	Kerala	Kollam
Maniyaru-punalur	691333	Kerala	Kollam
Manjakala	691508	Kerala	Kollam
Manjappara	691530	Kerala	Kollam
Mannur-anchal	691311	Kerala	Kollam
Maranad	691505	Kerala	Kollam
Marthandankara	691312	Kerala	Kollam
Maruthadi	691003	Kerala	Kollam
Mathilil	691601	Kerala	Kollam
Mathira	691536	Kerala	Kollam
Mathra	691315	Kerala	Kollam
Mavadi	691507	Kerala	Kollam
Mayyanad	691303	Kerala	Kollam
Meeyana	691510	Kerala	Kollam
Meeyannur	691537	Kerala	Kollam
Melila	691508	Kerala	Kollam
Mukathala	691577	Kerala	Kollam
Mukkoodu	691503	Kerala	Kollam
Mukundapuram	691585	Kerala	Kollam
Mulavana	691503	Kerala	Kollam
Mundakkal	691010	Kerala	Kollam
Munroethuruthu	691502	Kerala	Kollam
Muthupilakkad	690520	Kerala	Kollam
Muttara	691512	Kerala	Kollam
Mylakkadu	691571	Kerala	Kollam
Mynagappally	690519	Kerala	Kollam
Mynagappally North	690519	Kerala	Kollam
Nallila	691515	Kerala	Kollam
Narikal	691326	Kerala	Kollam
Nediyara	691306	Kerala	Kollam
Nedumoncavu	691509	Kerala	Kollam
Nedumpana	691580	Kerala	Kollam
Nedungolam	691334	Kerala	Kollam
Neeleswaram	691506	Kerala	Kollam
Neendakara	691582	Kerala	Kollam
Nellettil	691302	Kerala	Kollam
Nellikunnam	691623	Kerala	Kollam
Nellimukku	691509	Kerala	Kollam
Nellipally	691305	Kerala	Kollam
Nettayam	691537	Kerala	Kollam
Nilamel	691535	Kerala	Kollam
Ochira	690525	Kerala	Kollam
Odanavattom	691512	Kerala	Kollam
Ottackal	691308	Kerala	Kollam
Oyur	691510	Kerala	Kollam
Ozhukkuparackal	691530	Kerala	Kollam
Padappakara	691503	Kerala	Kollam
Padinjattakkara	690524	Kerala	Kollam
Pallickal-kottarakara	691566	Kerala	Kollam
Pallimon	691576	Kerala	Kollam
Pallisserickal	690521	Kerala	Kollam
Pallithottam	691006	Kerala	Kollam
Panavely	691544	Kerala	Kollam
Panayam	691601	Kerala	Kollam
Panmana	691583	Kerala	Kollam
Panmana Puthen chantha	691587	Kerala	Kollam
Panthaplavu	691552	Kerala	Kollam
Paravur	691301	Kerala	Kollam
Parippally	691574	Kerala	Kollam
Pathanapuram	689695	Kerala	Kollam
Patharam	690567	Kerala	Kollam
Pathirickal	689695	Kerala	Kollam
Pattamthuruth	691601	Kerala	Kollam
Pattathanam	691021	Kerala	Kollam
Pattazhy	691552	Kerala	Kollam
Pavithreswaram	691524	Kerala	Kollam
Pavumba	690574	Kerala	Kollam
Perinad	691601	Kerala	Kollam
Perumannur	691545	Kerala	Kollam
Perumkulam	691566	Kerala	Kollam
Perumon	691601	Kerala	Kollam
Perumpuzha	691504	Kerala	Kollam
Perungalam	690538	Kerala	Kollam
Peruvelikara	691500	Kerala	Kollam
Pidavoor	691625	Kerala	Kollam
Piravanthur	689696	Kerala	Kollam
Placherry	691331	Kerala	Kollam
Plappally	691531	Kerala	Kollam
Podiyattuvila	691532	Kerala	Kollam
Polachira	691334	Kerala	Kollam
Ponmana	691583	Kerala	Kollam
Poonkulanji	689695	Kerala	Kollam
Pooyapally	691537	Kerala	Kollam
Poredom	691534	Kerala	Kollam
Poruvazhy	690520	Kerala	Kollam
Pozhikkara	691301	Kerala	Kollam
Prakkulam	691602	Kerala	Kollam
Prayar	690547	Kerala	Kollam
Pulamon	691531	Kerala	Kollam
Pulippara Jn	691536	Kerala	Kollam
Pullichira	691304	Kerala	Kollam
Pullupana	691536	Kerala	Kollam
Punalur	691305	Kerala	Kollam
Punalur Paper mills	691332	Kerala	Kollam
Punnala	689706	Kerala	Kollam
Puthenambalam	691553	Kerala	Kollam
Puthenkulam	691302	Kerala	Kollam
Puthenthura	691588	Kerala	Kollam
Puthukkadukara	691585	Kerala	Kollam
Puthur-kollam	691507	Kerala	Kollam
Rosemala	691309	Kerala	Kollam
S R p market	690539	Kerala	Kollam
S V market	690573	Kerala	Kollam
Sadanandapuram	691550	Kerala	Kollam
Sakthikulangara	691581	Kerala	Kollam
Samnagar	691310	Kerala	Kollam
Sasthamcottah	690521	Kerala	Kollam
Shaliacarry Estate	691305	Kerala	Kollam
Sooranad	690522	Kerala	Kollam
Sooranad North	690561	Kerala	Kollam
T K m college	691005	Kerala	Kollam
Thadicaud	691306	Kerala	Kollam
Thalachira	691546	Kerala	Kollam
Thalavoor	691514	Kerala	Kollam
Thamarakudy	691560	Kerala	Kollam
Thangasserry	691007	Kerala	Kollam
Thattakkattu Market	690547	Kerala	Kollam
Thattamala	691020	Kerala	Kollam
Thattarkonam	691005	Kerala	Kollam
Thazhava	690523	Kerala	Kollam
Thekkevila	691016	Kerala	Kollam
Thekkumbhagom	691016	Kerala	Kollam
Thenmala	691308	Kerala	Kollam
Thevalakkara	690524	Kerala	Kollam
Thevalappuram	691507	Kerala	Kollam
Thevally	691009	Kerala	Kollam
Thevannur	691530	Kerala	Kollam
Thingalkarikom	691310	Kerala	Kollam
Thirumullavaram	691012	Kerala	Kollam
Thodiyur	690568	Kerala	Kollam
Thodiyur North	690523	Kerala	Kollam
Tholicode	691333	Kerala	Kollam
Thottumugham	690519	Kerala	Kollam
Thrioppilazhikom	691509	Kerala	Kollam
Thudayannur	691536	Kerala	Kollam
Thuruthikara	690540	Kerala	Kollam
Uliyakovil	691019	Kerala	Kollam
Umayanallur I e	691589	Kerala	Kollam
Ummannur	691547	Kerala	Kollam
Urukunnu	691329	Kerala	Kollam
Vadakkevila	691010	Kerala	Kollam
Vadakkumbhagom	691584	Kerala	Kollam
Vadakkumthala East	690536	Kerala	Kollam
Vadamon	691306	Kerala	Kollam
Vakkanad	691509	Kerala	Kollam
Valacode	691331	Kerala	Kollam
Valakom	691532	Kerala	Kollam
Valathungal	691018	Kerala	Kollam
Valavupacha	691559	Kerala	Kollam
Valiyode	691520	Kerala	Kollam
Varavila	690528	Kerala	Kollam
Vattathamara	691536	Kerala	Kollam
Vavvakkavu	690528	Kerala	Kollam
Vayakkal	691548	Kerala	Kollam
Vayala-anchal	691306	Kerala	Kollam
Vayyanam	691530	Kerala	Kollam
Velamannoor	691574	Kerala	Kollam
Velichikala	691573	Kerala	Kollam
Veliyam	691540	Kerala	Kollam
Veliyam West	691540	Kerala	Kollam
Vellimon	691511	Kerala	Kollam
Vellimon West	691511	Kerala	Kollam
Venchembu	691333	Kerala	Kollam
Vendar	691507	Kerala	Kollam
Venga	690569	Kerala	Kollam
Vengoor	691530	Kerala	Kollam
Venkolla	691541	Kerala	Kollam
Venture	691309	Kerala	Kollam
Vettikavala	691538	Kerala	Kollam
Vettithitta	689696	Kerala	Kollam
Vilakkupara	691312	Kerala	Kollam
Vilakkuvattom	691305	Kerala	Kollam
Vilakudy	691508	Kerala	Kollam
Vilanthara Jn	690521	Kerala	Kollam
Vilavoorkonam	691578	Kerala	Kollam
Villumala	691310	Kerala	Kollam
West Kallada	691500	Kerala	Kollam
Adivaram	686582	Kerala	Kottayam
Adukkam	686580	Kerala	Kottayam
Akkarapadom	686143	Kerala	Kottayam
Alanad	686651	Kerala	Kottayam
Alapra	686101	Kerala	Kottayam
Amalagiri	686036	Kerala	Kottayam
Amanakara	686576	Kerala	Kottayam
Amara	686546	Kerala	Kottayam
Amayannur	686025	Kerala	Kottayam
Ambika Market	686144	Kerala	Kottayam
Ampara Nirappel	686578	Kerala	Kottayam
Anakkal	686508	Kerala	Kottayam
Anikad	686503	Kerala	Kottayam
Anikad East	686503	Kerala	Kottayam
Anikad West	686503	Kerala	Kottayam
Anjoottimangalam	686579	Kerala	Kottayam
Anthinad	686651	Kerala	Kottayam
Areeparampu	686501	Kerala	Kottayam
Arpookara East	686008	Kerala	Kottayam
Arumanur	686568	Kerala	Kottayam
Arunapuram	686574	Kerala	Kottayam
Arunoottimangalam	686604	Kerala	Kottayam
Aruvikuzhy	686503	Kerala	Kottayam
Aruvithura	686122	Kerala	Kottayam
Athirampuzha	686562	Kerala	Kottayam
Ayamkudy	686613	Kerala	Kottayam
Ayarkunnam	686564	Kerala	Kottayam
Aymanam	686015	Kerala	Kottayam
Ayyarkulangara	686142	Kerala	Kottayam
Bharananganam	686578	Kerala	Kottayam
Brahmamangalam	686614	Kerala	Kottayam
Chakkampuzha	686574	Kerala	Kottayam
Chakompathal	686517	Kerala	Kottayam
Chamakala	686603	Kerala	Kottayam
Champakara	686540	Kerala	Kottayam
Changanacherry	686101	Kerala	Kottayam
Changanacherry College	686101	Kerala	Kottayam
Changanacherry Industrialnagar	686106	Kerala	Kottayam
Changanacherry Market	686101	Kerala	Kottayam
